card_id,primary_family,compatible_family,chord,note,pitch_class,note_in_chord,fit,fit_band,fit_description
C-0014,C major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0014,C major,C major,C/E/G,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0014,C major,F major,F/A/C,E4,4,false,0.35,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0014,C major,F major,F/A/C,D4,2,false,0.35,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0014,C major,G major,G/B/D,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0014,C major,G major,G/B/D,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0014,C major,D minor,D/F/A,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0014,C major,D minor,D/F/A,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0015,C major,C major,C/E/G,F4,5,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0015,C major,C major,C/E/G,E4,4,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0015,C major,F major,F/A/C,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0015,C major,F major,F/A/C,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0015,C major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0015,C major,D minor,D/F/A,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0016,C major,C major,C/E/G,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0016,C major,C major,C/E/G,A4,9,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0016,C major,F major,F/A/C,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0016,C major,F major,F/A/C,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0016,C major,G major,G/B/D,G4,7,true,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0016,C major,G major,G/B/D,A4,9,false,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0016,C major,D minor,D/F/A,G4,7,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0016,C major,D minor,D/F/A,A4,9,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0017,C major,C major,C/E/G,D4,2,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0017,C major,C major,C/E/G,C4,0,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0017,C major,F major,F/A/C,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0017,C major,F major,F/A/C,C4,0,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0017,C major,G major,G/B/D,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0017,C major,G major,G/B/D,C4,0,false,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0017,C major,D minor,D/F/A,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0017,C major,D minor,D/F/A,C4,0,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0018,C major,C major,C/E/G,A4,9,false,0.4,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0018,C major,C major,C/E/G,B4,11,false,0.4,barely fits,"barely fits C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0018,C major,G major,G/B/D,A4,9,false,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0018,C major,G major,G/B/D,B4,11,true,0.675,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0019,C major,C major,C/E/G,C4,0,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0019,C major,C major,C/E/G,E4,4,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0019,C major,F major,F/A/C,C4,0,true,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0019,C major,F major,F/A/C,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0019,C major,G major,G/B/D,C4,0,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0019,C major,G major,G/B/D,E4,4,false,0.35,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0019,C major,D minor,D/F/A,C4,0,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0019,C major,D minor,D/F/A,E4,4,false,0.35,barely fits,"barely fits D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0020,C major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0020,C major,C major,C/E/G,F4,5,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0020,C major,F major,F/A/C,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0020,C major,F major,F/A/C,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0020,C major,D minor,D/F/A,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0020,C major,D minor,D/F/A,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0021,C major,C major,C/E/G,C4,0,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0021,C major,C major,C/E/G,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0021,C major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0021,C major,C major,C/E/G,F4,5,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0021,C major,F major,F/A/C,C4,0,true,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0021,C major,F major,F/A/C,D4,2,false,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0021,C major,F major,F/A/C,E4,4,false,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0021,C major,F major,F/A/C,F4,5,true,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0021,C major,D minor,D/F/A,C4,0,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0021,C major,D minor,D/F/A,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0021,C major,D minor,D/F/A,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0021,C major,D minor,D/F/A,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0022,C major,C major,C/E/G,F4,5,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0022,C major,C major,C/E/G,E4,4,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0022,C major,C major,C/E/G,D4,2,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0022,C major,C major,C/E/G,C4,0,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0022,C major,F major,F/A/C,F4,5,true,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0022,C major,F major,F/A/C,E4,4,false,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0022,C major,F major,F/A/C,D4,2,false,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0022,C major,F major,F/A/C,C4,0,true,0.775,plays well next to,"plays well next to F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0022,C major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0022,C major,D minor,D/F/A,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0022,C major,D minor,D/F/A,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0022,C major,D minor,D/F/A,C4,0,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0023,C major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0023,C major,C major,C/E/G,F4,5,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0023,C major,C major,C/E/G,E4,4,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0023,C major,C major,C/E/G,D4,2,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0023,C major,F major,F/A/C,E4,4,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0023,C major,F major,F/A/C,F4,5,true,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0023,C major,F major,F/A/C,E4,4,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0023,C major,F major,F/A/C,D4,2,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0023,C major,D minor,D/F/A,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0023,C major,D minor,D/F/A,F4,5,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0023,C major,D minor,D/F/A,E4,4,false,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0023,C major,D minor,D/F/A,D4,2,true,0.675,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0024,C major,C major,C/E/G,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0024,C major,C major,C/E/G,A4,9,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0024,C major,C major,C/E/G,G4,7,true,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0024,C major,C major,C/E/G,B4,11,false,0.675,works as a soft lead into,"works as a soft lead into C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0024,C major,G major,G/B/D,G4,7,true,0.862,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0024,C major,G major,G/B/D,A4,9,false,0.862,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0024,C major,G major,G/B/D,G4,7,true,0.862,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0024,C major,G major,G/B/D,B4,11,true,0.862,strongly resolves to,"strongly resolves to G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0025,C major,C major,C/E/G,A4,9,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0025,C major,C major,C/E/G,B4,11,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0025,C major,C major,C/E/G,C4,0,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0025,C major,C major,C/E/G,E4,4,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0025,C major,G major,G/B/D,A4,9,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0025,C major,G major,G/B/D,B4,11,true,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0025,C major,G major,G/B/D,C4,0,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0025,C major,G major,G/B/D,E4,4,false,0.438,barely fits,"barely fits G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0026,C major,C major,C/E/G,D4,2,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0026,C major,C major,C/E/G,C4,0,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0026,C major,C major,C/E/G,D4,2,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0026,C major,C major,C/E/G,E4,4,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0026,C major,F major,F/A/C,D4,2,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0026,C major,F major,F/A/C,C4,0,true,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0026,C major,F major,F/A/C,D4,2,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0026,C major,F major,F/A/C,E4,4,false,0.438,barely fits,"barely fits F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0026,C major,G major,G/B/D,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0026,C major,G major,G/B/D,C4,0,false,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0026,C major,G major,G/B/D,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0026,C major,G major,G/B/D,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into G major — dominant / forward pull harmony, and pushes the phrase forward toward a strong resolution."
C-0026,C major,D minor,D/F/A,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0026,C major,D minor,D/F/A,C4,0,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0026,C major,D minor,D/F/A,D4,2,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0026,C major,D minor,D/F/A,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0027,C major,C major,C/E/G,F4,5,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0027,C major,C major,C/E/G,E4,4,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0027,C major,C major,C/E/G,F4,5,false,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0027,C major,C major,C/E/G,G4,7,true,0.725,plays well next to,"plays well next to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0027,C major,F major,F/A/C,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0027,C major,F major,F/A/C,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0027,C major,F major,F/A/C,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0027,C major,F major,F/A/C,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
C-0027,C major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0027,C major,D minor,D/F/A,E4,4,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0027,C major,D minor,D/F/A,F4,5,true,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0027,C major,D minor,D/F/A,G4,7,false,0.625,works as a soft lead into,"works as a soft lead into D minor — relative minor / reflective return harmony, and leans toward a reflective, grounding resolution."
C-0028,C major,C major,C/E/G,C4,0,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0028,C major,C major,C/E/G,E4,4,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0028,C major,C major,C/E/G,G4,7,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0028,C major,C major,C/E/G,E4,4,true,1.0,strongly resolves to,"strongly resolves to C major — tonic / home harmony, and resolves cleanly to the home chord."
C-0028,C major,F major,F/A/C,C4,0,true,0.537,loosely supports,"loosely supports F major — subdominant / supportive lift harmony, and feels like a supportive lift before a return."
